ISO3 Code,MaxYear,ISO2 Code,Country,Continent,Region,LDC Flag,Year,Rule,Median Daily Income €,Median Daily Female Income €,Median Daily Male Income €,Population,% Female Population,Female Population,% Male Population,Male Population,% of Population under Poverty Line,% of Female Population under Poverty Line,% of Male Population under Poverty Line,Female Population under Poverty Line,Male Population under Poverty Line,MaxYear Flag
GRC,N/A,GR,Greece,Europe,EU27,NO,2017,<= 60% Median Daily Income,20.1016704525,,,10754679,,,,,25.04,0.00,0.00,,,0
GRC,N/A,GR,Greece,Europe,EU27,NO,2018,<= 60% Median Daily Income,20.8929126406,,,10732882,,,,,24.78,0.00,0.00,,,0
GRC,2019,GR,Greece,Europe,EU27,NO,2019,<= 60% Median Daily Income,22.3977883675,,,10721582,,,,,24.64,0.00,0.00,,,1
GTM,N/A,GT,Guatemala,Americas,Rest of the World,NO,2000,<= 50% Median Daily Income,6.2446316478,,,11589761,,,,,23.45,0.00,0.00,,,0
GTM,N/A,GT,Guatemala,Americas,Rest of the World,NO,2006,<= 50% Median Daily Income,6.44892843868,,,13213330,,,,,24.95,0.00,0.00,,,0
GTM,2014,GT,Guatemala,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,5.61430589811,,,15306316,,,,,19.71,0.00,0.00,,,1
GIN,N/A,GN,Guinea,Africa,Rest of the World,YES,2002,<= 1.9565€ Median Daily Income,,,,8577790,,,,,53.20,0.00,0.00,,,0
GIN,N/A,GN,Guinea,Africa,Rest of the World,YES,2007,<= 1.9565€ Median Daily Income,,,,9547082,,,,,47.90,0.00,0.00,,,0
GIN,N/A,GN,Guinea,Africa,Rest of the World,YES,2012,<= 1.9565€ Median Daily Income,,,,10788692,,,,,24.50,0.00,0.00,,,0
GIN,2018,GN,Guinea,Africa,Rest of the World,YES,2018,<= 3.3215€ Median Daily Income,,,,12554864,,,,,14.30,0.00,0.00,,,1
GNB,N/A,GW,Guinea-Bissau,Africa,Rest of the World,YES,2002,<= 1.9565€ Median Daily Income,,,,1285678,,,,,53.20,0.00,0.00,,,0
GNB,N/A,GW,Guinea-Bissau,Africa,Rest of the World,YES,2010,<= 1.9565€ Median Daily Income,,,,1567220,,,,,66.70,0.00,0.00,,,0
GNB,2018,GW,Guinea-Bissau,Africa,Rest of the World,YES,2018,<= 3.3215€ Median Daily Income,,,,1924955,,,,,19.50,0.00,0.00,,,1
HTI,N/A,HT,Haiti,Americas,Rest of the World,YES,2001,<= 2.821€ Median Daily Income,1.24108440183,,,8608810,,,,,76.78,76.78,76.78,,,0
HTI,2012,HT,Haiti,Americas,Rest of the World,YES,2012,<= 2.821€ Median Daily Income,1.55169283269,,,10250922,,,,,55.48,55.48,55.48,,,1
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2001,<= 50% Median Daily Income,5.35441645102,,,6751912,,,,,27.67,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2002,<= 50% Median Daily Income,4.5661404152,,,6929267,,,,,26.32,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2003,<= 50% Median Daily Income,4.01694303374,,,7106323,,,,,27.14,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2004,<= 50% Median Daily Income,4.15721873021,,,7282953,,,,,27.52,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2005,<= 50% Median Daily Income,4.44849716675,,,7458982,,,,,27.78,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2006,<= 50% Median Daily Income,5.19407180838,,,7634295,,,,,27.71,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2007,<= 50% Median Daily Income,5.60945182525,,,7808520,,,,,25.47,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2008,<= 50% Median Daily Income,6.03525923819,,,7980955,,,,,26.18,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2009,<= 50% Median Daily Income,6.4902959394,,,8150780,,,,,25.47,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2010,<= 50% Median Daily Income,6.02640122448,,,8317467,,,,,25.34,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2011,<= 50% Median Daily Income,6.03539691664,,,8480670,,,,,25.44,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2012,<= 50% Median Daily Income,5.27679849242,,,8640692,,,,,26.36,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2013,<= 50% Median Daily Income,5.6352043202,,,8798524,,,,,24.77,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2014,<= 50% Median Daily Income,5.77768744007,,,8955579,,,,,25.19,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2015,<= 50% Median Daily Income,5.8030905751,,,9112904,,,,,25.11,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2016,<= 50% Median Daily Income,6.16373532957,,,9270794,,,,,26.32,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2017,<= 50% Median Daily Income,6.07706574566,,,9429016,,,,,24.86,0.00,0.00,,,0
HND,N/A,HN,Honduras,Americas,Rest of the World,NO,2018,<= 50% Median Daily Income,6.08365727697,,,9587523,,,,,25.32,0.00,0.00,,,0
HND,2019,HN,Honduras,Americas,Rest of the World,NO,2019,<= 50% Median Daily Income,6.30421764245,,,9746115,,,,,25.79,0.00,0.00,,,1
HUN,N/A,HU,Hungary,Europe,EU27,NO,2004,<= 60% Median Daily Income,15.1199360949,,,10107146,0.52513239934358,5307589,0.47486760065642,4799556,18.60,0.00,0.00,0,0,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2005,<= 60% Median Daily Income,15.9089197995,9.1294555189522,9.2790749245891,10087065,0.52531896601839,5298926,0.47468103398161,4788138,19.64,7.61,7.73,403242.32129495,370343.48995934,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2006,<= 60% Median Daily Income,16.5083827545,10.166104258008,10.425266442772,10071370,0.52517833181711,5289265,0.47482166818289,4782104,18.29,7.25,7.44,383696.44240212,355749.3103828,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2007,<= 60% Median Daily Income,16.1584086118,10.427938217873,10.596260049214,10055780,0.5252331624439,5281629,0.4747668375561,4774150,18.24,7.65,7.77,403939.67095349,371021.29286965,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2008,<= 60% Median Daily Income,16.6885477577,11.608862812364,11.902758073436,10038188,0.52519944201332,5272050,0.47480055798668,4766137,18.37,8.32,8.53,438622.82744809,406570.77632002,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2009,<= 60% Median Daily Income,16.1084641718,12.519938121689,12.797802732157,10022650,0.52516579893779,5263552,0.47483420106221,4759097,18.50,9.41,9.62,495440.33987212,457899.5671247,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2010,<= 60% Median Daily Income,16.2623180447,11.205424772164,11.483289382633,10000023,0.52499040374567,5249916,0.47500959625433,4750106,19.01,8.77,8.99,460657.81732282,427137.1809364,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2011,<= 60% Median Daily Income,16.5964065176,11.801230619611,12.218027535314,9971727,0.52493159733467,5234474,0.47506840266533,4737252,18.61,9.16,9.49,479736.22371265,449500.06117906,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2012,<= 60% Median Daily Income,15.4971224499,12.306196113636,12.837879358667,9920362,0.52429503847441,5201196,0.47570496152559,4719165,19.57,15.54,16.22,808474.64950687,765240.25443532,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2013,<= 60% Median Daily Income,15.7992688945,11.737108017196,12.055049254174,9893082,0.52406406912322,5184608,0.47593593087678,4708473,19.47,9.81,14.86,508522.15871655,699528.07550927,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2014,<= 60% Median Daily Income,16.7878465846,11.889399197933,12.210012210012,9866468,0.52382128229543,5168265,0.47617871770457,4698202,19.77,9.15,9.39,472752.37472173,441343.58638058,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2015,<= 60% Median Daily Income,17.6504833869,12.087110555382,12.311539663837,9843028,0.52354064518433,5153225,0.47645935481567,4689802,19.30,8.71,8.87,448838.76989197,416059.68898248,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2016,<= 60% Median Daily Income,18.441077746,12.616122025312,13.006201190009,9814023,0.5230633076598,5133355,0.4769366923402,4680667,19.55,8.24,8.49,422781.19734032,397417.23450398,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2017,<= 60% Median Daily Income,19.6372947589,13.040934266317,13.642083663966,9787966,0.52281072809855,5117253,0.47718927190145,4670712,19.18,8.22,8.60,420652.78505525,401644.63602392,0
HUN,N/A,HU,Hungary,Europe,EU27,NO,2018,<= 60% Median Daily Income,20.9386908094,14.221858860809,14.708121929128,9775564,0.52225150794544,5105303,0.47774849205456,4670260,18.76,8.33,8.61,425157.02012958,402225.63691799,0
HUN,2019,HU,Hungary,Europe,EU27,NO,2019,<= 60% Median Daily Income,22.5353340849,15.327973752481,15.987902202344,9771141,0.52154530410869,5096092,0.47845469589131,4675048,19.45,7.62,7.95,388408.15681085,371658.34724909,1
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2003,<= 50% Median Daily Income,37.9805976641,,,289521,0.49982147252237,144708,0.50017852747763,144812,8.72,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2004,<= 50% Median Daily Income,37.8195775321,,,292074,0.49960078466462,145920,0.50039921533538,146153,8.31,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2005,<= 50% Median Daily Income,39.4030791336,,,296734,0.49870051127983,147981,0.50129948872017,148752,8.79,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2006,<= 50% Median Daily Income,43.9986912274,,,303782,0.49581014435245,150618,0.50418985564755,153163,8.87,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2007,<= 50% Median Daily Income,47.0129346687,,,311566,0.49109441223121,153008,0.50890558776879,158557,8.80,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2008,<= 50% Median Daily Income,47.8266859434,,,317414,0.48996224548991,155520,0.51003775451009,161893,9.06,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2009,<= 50% Median Daily Income,42.2962145424,,,318499,0.49253525713284,156871,0.50746474286716,161627,8.95,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2010,<= 50% Median Daily Income,38.9578165795,,,318041,0.4964707363914,157898,0.5035292636086,160142,8.88,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2011,<= 50% Median Daily Income,39.0198852225,,,319014,0.49755065127555,158725,0.50244934872445,160288,9.00,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2012,<= 50% Median Daily Income,39.3592451798,,,320716,0.49819604161777,159779,0.50180395838223,160936,9.07,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2013,<= 50% Median Daily Income,40.5541431477,,,323764,0.49841699885353,161369,0.50158300114647,162394,8.61,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2014,<= 50% Median Daily Income,41.9425613971,,,327386,0.49851844345981,163207,0.50148155654019,164178,8.76,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2015,<= 50% Median Daily Income,45.0092863766,,,330815,0.49806745670009,164768,0.50193254329991,166046,8.80,0.00,0.00,0,0,0
ISL,N/A,IS,Iceland,Europe,Rest of the World,NO,2016,<= 50% Median Daily Income,48.2368787082,,,335439,0.49697620357924,166705,0.50302379642076,168733,8.87,0.00,0.00,0,0,0
ISL,2017,IS,Iceland,Europe,Rest of the World,NO,2017,<= 50% Median Daily Income,51.4347159235,,,343400,0.4945071509004,169813,0.5054928490996,173586,8.87,0.00,0.00,0,0,1
IRL,N/A,IE,Ireland,Europe,EU27,NO,2000,<= 60% Median Daily Income,29.0253313987,32.042598782205,33.146041898777,3805174,0.50315507476377,1914592,0.49684492523623,1890581,18.85,26.39,27.30,505198.53381209,516042.02848477,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2002,<= 60% Median Daily Income,32.3341724888,,,3931947,0.50306331099146,1978018,0.49693668900854,1953928,18.72,0.00,0.00,0,0,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2003,<= 60% Median Daily Income,32.9175707679,44.797653112752,46.675911008515,3996521,0.50324618566563,2011233,0.49675381433437,1985287,19.02,37.39,38.96,751969.82831759,773390.56340266,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2004,<= 60% Median Daily Income,33.7872606981,46.579727104891,50.007614559037,4070262,0.50279571024096,2046510,0.49720428975904,2023751,18.98,38.09,44.38,779562.50297925,898078.41661928,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2005,<= 60% Median Daily Income,34.6203981578,48.922873868169,51.557244117419,4159914,0.50157746045891,2086519,0.49842253954109,2073394,18.71,38.29,44.73,798866.579924,927401.50904794,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2006,<= 60% Median Daily Income,37.9452888815,50.977468920576,54.023292535328,4273591,0.50014947164506,2137434,0.49985052835494,2136156,18.88,37.61,39.85,803831.0634949,851349.36808984,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2007,<= 60% Median Daily Income,37.4277279467,57.029039523569,60.312651122279,4398942,0.49937075443571,2196702,0.50062924556429,2202239,18.27,45.74,48.38,1004859.2699086,1065395.6244075,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2008,<= 60% Median Daily Income,35.5904223129,59.818372728657,62.853509243006,4489544,0.50047748142847,2246915,0.49952251857153,2242628,18.45,52.76,55.44,1185550.0661658,1243327.1907968,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2009,<= 60% Median Daily Income,34.7707129406,58.995465997654,60.702730286975,4535375,0.50177005751858,2275715,0.49822994248142,2259659,19.17,54.79,56.37,1246774.8048555,1273804.0936468,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2010,<= 60% Median Daily Income,33.7648052833,53.526342366605,56.069872262432,4560155,0.50302015989702,2293849,0.49697984010298,2266305,19.06,47.56,49.82,1091034.1540058,1129155.8175799,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2011,<= 60% Median Daily Income,32.4647333101,50.969453595274,54.19428614177,4580084,0.50350359153957,2306088,0.49649640846043,2273995,18.94,47.07,52.61,1085419.2012431,1196400.2658231,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2012,<= 60% Median Daily Income,32.4467708019,51.787016776076,53.280539057344,4599533,0.50449841119111,2320457,0.49550158880889,2279075,19.47,47.89,49.27,1111257.6075751,1122916.7383023,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2013,<= 60% Median Daily Income,32.5038688611,52.262592743993,54.060697386737,4623816,0.50464827055701,2333400,0.495351729443,2290415,19.50,48.26,49.92,1126138.4606966,1143424.4362826,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2014,<= 60% Median Daily Income,34.1369084875,53.098858350499,54.47749430244,4657740,0.5049755792121,2352044,0.4950244207879,2305695,18.69,46.62,47.83,1096479.5761561,1102780.0549509,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2015,<= 60% Median Daily Income,35.6981524718,56.654991009477,59.035542624164,4701957,0.50544538929675,2376582,0.49455461070325,2325374,18.71,47.65,49.65,1132360.662508,1154516.561119,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2016,<= 60% Median Daily Income,36.5981401968,58.752334463494,61.335940985832,4755335,0.50507840617347,2401817,0.49492159382653,2353517,18.49,48.12,52.58,1155790.2316902,1237433.2321887,0
IRL,N/A,IE,Ireland,Europe,EU27,NO,2017,<= 60% Median Daily Income,39.8442459779,60.048145387314,62.097396889519,4807388,0.50507348596465,2428084,0.49492651403535,2379303,17.90,45.20,46.74,1097410.364629,1112061.7395109,0
IRL,2018,IE,Ireland,Europe,EU27,NO,2018,<= 60% Median Daily Income,40.7020814928,65.020318849641,67.473008392046,4867316,0.50475592871138,2456806,0.49524407128862,2410509,17.68,47.90,49.71,1176811.1692925,1198189.8998301,1
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2001,<= 50% Median Daily Income,20.4819823026,,,6439000,,,,,19.20,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2002,<= 50% Median Daily Income,18.528618381,,,6570000,,,,,19.85,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2003,<= 50% Median Daily Income,18.8415536946,,,6689700,,,,,23.53,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2004,<= 50% Median Daily Income,19.6309007713,,,6809000,,,,,23.97,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2005,<= 50% Median Daily Income,20.1385773862,,,6930100,,,,,23.81,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2006,<= 50% Median Daily Income,20.9346964827,,,7053700,,,,,23.96,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2007,<= 50% Median Daily Income,21.9885966573,,,7180100,,,,,23.66,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2008,<= 50% Median Daily Income,22.2821796652,,,7308800,,,,,23.60,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2009,<= 50% Median Daily Income,22.3143180533,,,7485600,,,,,24.62,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2010,<= 50% Median Daily Income,22.8442232655,,,7623600,,,,,24.29,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2011,<= 50% Median Daily Income,22.8631523575,,,7765800,,,,,24.00,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2012,<= 50% Median Daily Income,24.4122538933,,,7910500,,,,,23.81,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2013,<= 50% Median Daily Income,25.7791629277,,,8059500,,,,,22.85,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2014,<= 50% Median Daily Income,26.7811917737,,,8215700,,,,,23.58,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2015,<= 50% Median Daily Income,27.3425072375,,,8380100,,,,,22.72,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2016,<= 50% Median Daily Income,28.1667720425,,,8546000,,,,,22.96,0.00,0.00,,,0
ISR,N/A,IL,Israel,Asia,Rest of the World,NO,2017,<= 50% Median Daily Income,29.6402649998,,,8713300,,,,,22.35,0.00,0.00,,,0
ISR,2018,IL,Israel,Asia,Rest of the World,NO,2018,<= 50% Median Daily Income,30.6173738234,,,8882800,,,,,22.77,0.00,0.00,,,1
ITA,N/A,IT,Italy,Europe,EU27,NO,2000,<= 60% Median Daily Income,29.7782768647,26.30896941619,26.99561561706,56942108,0.51578914896414,29370121,0.48421085103586,27571986,24.98,18.49,18.98,5431460.0750168,5232006.8594973,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2003,<= 60% Median Daily Income,36.282871261,,,57313203,0.51586900000501,29566104,0.48413099999499,27747098,24.82,0.00,0.00,0,0,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2004,<= 60% Median Daily Income,37.5351598804,35.403691858834,37.685387794797,57685327,0.51569414514774,29747985,0.48430585485226,27937341,19.99,18.86,24.72,5609127.5951706,6907197.1759257,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2005,<= 60% Median Daily Income,37.3947531776,37.004085144129,39.568989240762,57969484,0.51543274836957,29879370,0.48456725163043,28090113,24.69,24.43,26.12,7299790.7567573,7338338.5991718,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2006,<= 60% Median Daily Income,37.9973216623,37.925847553856,39.996473256867,58143979,0.51538865229451,29966746,0.48461134770549,28177232,24.68,24.64,25.98,7382759.100186,7320889.337783,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2007,<= 60% Median Daily Income,38.8003462847,39.125474574052,41.620912518068,58438310,0.51545139385059,30122108,0.48454860614941,28316201,19.99,24.88,26.47,7495760.5286299,7495788.2209005,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2008,<= 60% Median Daily Income,37.8253805475,40.498766975791,43.020922670813,58826731,0.5156035914693,30331273,0.4843964085307,28495457,24.82,26.57,28.22,8058908.6915277,8042649.5133114,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2009,<= 60% Median Daily Income,38.2160483614,40.29304029304,43.125121899739,59095365,0.51576740271698,30479462,0.48423259728302,28615902,24.58,25.92,27.74,7899931.5388444,7938231.6506308,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2010,<= 60% Median Daily Income,37.3509515652,41.180069626459,44.199175490204,59277417,0.51597709436181,30585789,0.48402290563819,28691627,24.26,26.75,28.71,8181832.4296012,8237836.3462728,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2011,<= 60% Median Daily Income,36.584498951,41.286940630485,44.049556084567,59379449,0.51629064347847,30657053,0.48370935652153,28722395,24.60,27.76,29.62,8510039.0285818,8506494.6062858,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2012,<= 60% Median Daily Income,34.9687275665,41.567477016055,43.814439875709,59539717,0.51634005316377,30742740,0.48365994683623,28796976,24.63,29.28,34.86,9001818.3880005,10038075.668474,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2013,<= 60% Median Daily Income,34.7340022302,40.904876791091,43.258710654772,60233948,0.51596737665084,31078752,0.48403262334916,29155195,24.82,29.23,34.84,9084555.5901257,10156593.396568,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2014,<= 60% Median Daily Income,34.8997885236,41.06251152203,43.285428405779,60789140,0.51491823294101,31301436,0.48508176705899,29487703,24.98,29.39,34.80,9198199.9233908,10263102.576178,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2015,<= 60% Median Daily Income,35.9017370439,41.369765658606,43.480467988127,60730582,0.51474145864343,31260548,0.48525854135657,29470033,25.64,29.54,34.08,9234874.365118,10042910.972739,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2016,<= 60% Median Daily Income,36.6904496049,42.44114747397,44.722843409933,60627498,0.51444731788557,31189653,0.48555268211443,29437844,25.46,29.46,34.59,9187215.703655,10182416.970421,0
ITA,N/A,IT,Italy,Europe,EU27,NO,2017,<= 60% Median Daily Income,36.8844252322,43.394971184906,45.190404052548,60536709,0.51401203625483,31116597,0.48598796374517,29420111,25.42,29.91,34.50,9306378.5822919,10148744.733913,0
ITA,2018,IT,Italy,Europe,EU27,NO,2018,<= 60% Median Daily Income,37.014198312,44.113678686983,46.029341434155,60421760,0.51346438501981,31024421,0.48653561498019,29397338,24.94,29.72,34.73,9220447.9855924,10210933.230635,1
JPN,N/A,JP,Japan,Asia,Rest of the World,NO,2008,<= 50% Median Daily Income,33.3006296714,,,128063000,,,,,17.64,0.00,0.00,,,0
JPN,N/A,JP,Japan,Asia,Rest of the World,NO,2010,<= 50% Median Daily Income,38.8083864896,,,128070000,,,,,9.44,0.00,0.00,,,0
JPN,2013,JP,Japan,Asia,Rest of the World,NO,2013,<= 50% Median Daily Income,37.7578222749,,,127445000,,,,,9.83,0.00,0.00,,,1
KIR,N/A,KI,Kiribati,Oceania,Rest of the World,YES,2006,<= 1.9565€ Median Daily Income,,,,100083,,,,,14.00,0.00,0.00,,,0
KIR,2019,KI,Kiribati,Oceania,Rest of the World,YES,2019,<= 3.3215€ Median Daily Income,,,,124241,,,,,3.80,0.00,0.00,,,1
LAO,N/A,LA,Laos,Asia,Rest of the World,YES,2002,<= 1.9565€ Median Daily Income,,,,5606101,,,,,25.40,0.00,0.00,,,0
LAO,N/A,LA,Laos,Asia,Rest of the World,YES,2007,<= 1.9565€ Median Daily Income,,,,6041348,,,,,19.50,0.00,0.00,,,0
LAO,N/A,LA,Laos,Asia,Rest of the World,YES,2012,<= 1.9565€ Median Daily Income,,,,6508803,,,,,10.90,0.00,0.00,,,0
LAO,2018,LA,Laos,Asia,Rest of the World,YES,2018,<= 3.3215€ Median Daily Income,,,,7105006,,,,,8.70,0.00,0.00,,,1
LVA,N/A,LV,Latvia,Europe,EU27,NO,2004,<= 60% Median Daily Income,9.9607258114,,,2263122,0.54120104369828,1224803,0.45879895630172,1038318,18.79,0.00,0.00,0,0,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2005,<= 60% Median Daily Income,10.9920081817,5.3836268278281,5.792408418229,2238799,0.54122861293208,1211702,0.45877138706792,1027096,19.46,7.10,7.64,86022.216191644,78453.092528299,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2006,<= 60% Median Daily Income,13.6544805306,6.4042449162799,7.1309677436592,2218357,0.54124066262275,1200665,0.45875933737725,1017691,18.95,5.94,6.61,71306.651109614,67298.388222862,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2007,<= 60% Median Daily Income,17.7814065975,8.613802924525,9.4206790049241,2200325,0.54103013346372,1190442,0.45896986653628,1009882,26.17,6.63,7.26,78984.025734909,73280.585561652,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2008,<= 60% Median Daily Income,17.6170524712,12.183294459006,13.260019824571,2177322,0.54054366026252,1176937,0.45945633973748,1000384,25.77,14.29,15.56,168225.37285243,155626.82341931,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2009,<= 60% Median Daily Income,14.7123453477,13.703534491281,15.063468017516,2141669,0.54104290944196,1158734,0.45895709055804,982934,23.58,19.29,24.15,223468.65261195,237336.90820696,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2010,<= 60% Median Daily Income,14.5464153653,11.803902394712,12.287493687931,2097555,0.54212253313363,1137131,0.45787746686637,960423,24.98,17.30,18.00,196667.88767767,172911.23150541,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2011,<= 60% Median Daily Income,14.1736799113,10.972980338407,11.523366009143,2059709,0.5430749467971,1118576,0.4569250532029,941132,24.17,15.73,16.52,175930.89997631,155446.84900502,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2012,<= 60% Median Daily Income,14.6338131212,11.485961157734,12.348944515246,2034319,0.54283741349453,1104304,0.45716258650547,930014,23.84,15.83,17.02,174776.84867312,158251.2836736,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2013,<= 60% Median Daily Income,15.7964328977,12.068408129677,12.968796338599,2012647,0.54216397168728,1091184,0.45783602831272,921462,18.97,14.49,15.58,158155.93414488,143520.72313407,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2014,<= 60% Median Daily Income,17.4830220656,13.401623904906,14.384837141949,1993782,0.54181380866444,1080258,0.45818619133556,913523,19.12,14.65,15.73,158298.74185409,143686.83593488,0
LVA,N/A,LV,Latvia,Europe,EU27,NO,2015,<= 60% Median Daily Income,19.0493410562,14.908505061678,16.17492645939,1977527,0.54120697086143,1070251,0.45879302913857,907275,18.75,14.67,15.92,157019.93554961,144416.33331255,0
